sno,claim,url,claim_entered,sourced_bills,msmarco-MiniLM-L-6-v3,msmarco-MiniLM-L-12-v3,msmarco-distilbert-base-v3,msmarco-distilbert-base-v4,msmarco-roberta-base-v3,msmarco-distilbert-base-dot-prod-v3,msmarco-roberta-base-ance-firstp,msmarco-distilbert-base-tas-b,bm25Okapi,bm25L,bm25Plus
24,"Says ""Bob Casey voted in favor of deadly sanctuary cities that released thousands upon thousands of illegal alien criminals and vicious gang members to prey on PennsylvaniaÂ streets, to prey all over this country.""",https://www.politifact.com/factchecks/2018/oct/31/donald-trump/donald-trumps-wild-number-sanctuary-city-criminal-/,"Bob Casey voted in favor of deadly sanctuary cities that released thousands upon thousands of illegal alien criminals and vicious gang members to prey on Pennsylvania streets, to prey all over this country","['115 HR 1236', '115 S 303']",no_bill_found,"['110 S 2035', '112 SRES 159', '117 HR 1652', '117 S 937', '110 SRES 501', '110 HR 4040', '117 HR 350', '117 S 4822', '117 HR 3233', '110 S 1639']",no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['112 HR 2112', '117 HR 3237', '112 S 3525', '110 S 2739', '111 HR 2892', '117 HR 7776', '111 HR 2847', '112 S 3576', '110 HR 3074', '117 S 2938']","['111 SRES 449', '111 SRES 449', '109 S 2061', '109 HR 1576', '109 HR 1576', '109 HR 1576', '109 HR 1576', '109 HR 1576', '115 HR 5663', '110 HRES 351']","['113 HR 15', '113 HR 4304', '108 S 1050', '113 S 744', '108 S 14', '109 HR 4', '113 S 696', '112 HR 3630', '113 HR 4034', '114 HR 2898']","['109 HR 1576', '109 HR 1576', '109 HR 1576', '109 HR 1576', '109 HR 1576', '114 HR 4582', '109 SRES 523', '111 SRES 449', '111 SRES 449', '115 HR 5663']"
25,"""George Holding has voted 13 times to deny Kevin, and the 300,000 people like him in the 2nd Congressional District, coverage"" for their pre-existing conditions.",https://www.politifact.com/factchecks/2018/oct/29/linda-coleman/holding-voted-quite-consistently-healthcare-bills/,"George Holding has voted 13 times to deny Kevin, and the 300,000 people like him in the 2nd Congressional District, coverage for their pre-existing conditions","['113 HR 45', '113 HR 2009', '113 HCONRES 25', '113 HCONRES 96', '114 HR 596', '114 HCONRES 27', '114 SCONRES 11', '114 HR 3762']",no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['113 HR 5328', '115 HR 628', '109 HCONRES 331', '110 HRES 585', '109 SRES 370', '109 HRES 384', '111 HR 3741', '109 HCONRES 149', '115 S 3388', '114 HR 2085']","['108 S 1050', '113 HR 4304', '113 HR 15', '108 S 14', '109 HR 4', '113 S 744', '112 HR 3630', '113 S 696', '113 HR 4034', '112 HR 7']","['115 S 3388', '110 HRES 585', '116 S 4506', '115 HR 6898', '113 HR 4496', '113 HR 5328', '115 HR 628', '109 HCONRES 331', '109 SRES 370', '116 HRES 280']"
26,"Says Beto OâRourke ""voted to shield MS-13 gang members from deportation.""",https://www.politifact.com/factchecks/2018/oct/25/donald-trump/mostly-false-donald-trump-claim-beto-orourke-voted/,Beto O Rourke voted to shield MS-13 gang members from deportation,['115 HR 3697'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['110 HR 3922', '115 HR 1924', '117 HR 1995', '116 HR 1106', '111 HR 1022', '112 HR 928', '110 HR 3474', '108 S 2333', '110 HR 1582', '110 HR 1582']","['108 S 1050', '114 HR 5394', '110 HR 3922', '113 HR 4304', '109 HR 4', '111 S 132', '113 HR 15', '108 S 14', '115 S 2380', '110 HR 1582']","['110 HR 3922', '115 HR 1924', '117 HR 1995', '116 HR 1106', '108 S 2333', '117 HRES 945', '115 S 2380', '110 S 1728', '109 HRES 731', '109 HRES 731']"
27,"Says Ted Budd ""voted to gut protections for pre-existing conditions â¦ letting insurance companies deny coverage for (necessary) treatment.""",https://www.politifact.com/factchecks/2018/oct/22/kathy-manning/fact-checking-kathy-mannings-ad-ted-budd-and-pre-e/,Ted Budd voted to gut protections for pre-existing conditions letting insurance companies deny coverage for (necessary) treatment,['115 HR 1628'],"['117 HR 8297', '117 HR 1916', '117 HR 8373', '117 HR 8296', '117 HR 6929', '117 HR 3755', '117 HR 239', '117 HR 8466', '117 HR 1667', '117 HR 3630']","['117 HR 1573', '117 HR 3110', '117 HR 8296', '117 HR 3755', '117 HRES 1464', '117 HR 3630', '117 HR 8297', '117 HR 5673', '117 HR 239', '117 HR 8373']","['117 HR 8296', '117 HR 3755', '117 HR 8373', '117 HR 3630', '117 HR 1916', '117 HR 239', '117 HR 3110', '117 HR 4', '117 HR 3992', '117 S 958']","['117 HR 1916', '117 HR 3755', '117 HR 8296', '117 HR 3894', '117 HR 8297', '117 HR 8373', '117 HR 3630', '117 HR 7780', '117 HR 3110', '117 HR 5119']","['117 S 3373', '117 HR 3967', '117 HR 1916', '117 HR 3110', '117 S 231', '117 HR 5738', '117 HR 485', '117 HR 3630', '117 SJRES 14', '117 HR 8373']","['117 HR 3110', '117 HR 1573', '117 HR 1916', '117 HR 5796', '117 HR 3807', '117 HR 7946', '117 HR 3755', '117 S 3522', '117 HR 8296', '117 HR 7335']","['117 HR 1916', '117 HR 7791', '117 HR 654', '117 HR 4040', '117 S 3373', '117 HR 8466', '117 HR 8296', '117 HR 1667', '117 HR 2499', '117 S 1511']","['117 HR 8296', '117 HR 3755', '117 HR 2499', '117 HR 1916', '117 S 610', '117 HR 1065', '117 S 958', '117 HR 3110', '117 HR 3630', '117 HR 8373']","['116 HRES 280', '115 S 3388', '115 HR 6898', '113 HR 5328', '111 HR 3741', '115 HR 628', '113 HR 544', '115 HRES 1066', '111 HR 3424', '111 HR 3424']","['112 HR 3630', '108 S 1050', '109 HR 4', '113 S 1926', '108 S 14', '113 HR 15', '112 S 1940', '113 HR 4304', '113 HR 2498', '111 HR 3962']","['116 HRES 280', '115 S 3388', '115 HR 6898', '113 HR 5328', '115 HR 628', '115 HRES 1066', '116 S 4506', '111 HR 3741', '116 HR 4159', '113 HR 544']"
28,"Says Dave Brat ""voted against protecting pre-existing conditions.""",https://www.politifact.com/factchecks/2018/oct/11/abigail-spanberger/spanberger-ad-exaggerates-brats-vote-pre-existing-/,Dave Brat voted against protecting pre-existing conditions,['115 HR 1628'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['115 S 3388', '115 HR 6898', '117 HR 599', '117 HR 599', '116 S 4506', '113 HR 4496', '115 HRES 1066', '111 HRES 1283', '116 HRES 280', '110 SRES 702']","['112 HR 4271', '112 HR 4982', '112 S 2338', '113 HR 11', '113 S 47', '112 HR 4970', '110 HR 5927', '110 S 2279', '112 S 1925', '115 SRES 360']","['115 S 3388', '115 HR 6898', '117 HR 599', '117 HR 599', '116 S 4506', '113 HR 4496', '115 HRES 1066', '111 HRES 1283', '116 HRES 280', '110 SRES 702']"
29,"Says Marsha Blackburn ""voted against the Reauthorization of the Violence Against Women Act, which attempts to protect women from domestic violence, stalking, and date rape.""",https://www.politifact.com/factchecks/2018/oct/09/taylor-swift/taylor-swift-marsha-blackburn-voted-against-reauth/,"Marsha Blackburn voted against the Reauthorization of the Violence Against Women Act, which attempts to protect women from domestic violence, stalking, and date rape",['113 S 47'],"['112 HRES 656', '110 HRES 149', '111 HRES 82', '112 HR 4970', '110 HRES 32', '109 HRES 713', '110 HRES 274', '110 HRES 862', '110 HRES 590', '109 HRES 369']","['112 HRES 656', '112 HR 4970', '111 HRES 103', '111 HR 5510', '111 HR 1514', '109 HRES 713', '108 S 342', '111 HRES 82', '109 HRES 369', '110 HR 1199']","['112 HRES 656', '109 HRES 369', '112 HR 4970', '111 HRES 716', '109 HRES 713', '110 HRES 364', '108 HR 1036', '112 HR 2076', '110 HR 4120', '108 HR 4661']","['112 HRES 656', '111 HRES 716', '110 HRES 32', '110 HRES 289', '110 S 3641', '112 HCONRES 36', '117 S 4132', '109 HRES 713', '111 HRES 103', '110 HRES 590']","['112 HRES 656', '110 HRES 32', '110 HRES 590', '110 HRES 289', '112 HR 3541', '112 HR 4970', '108 HR 1997', '111 HRES 103', '109 HCONRES 209', '109 HR 912']","['112 HR 4970', '112 HRES 656', '110 HR 545', '110 HR 1593', '111 HRES 716', '110 HR 1592', '111 HR 4173', '117 HR 3755', '109 HR 5013', '117 S 4132']","['110 HRES 32', '112 HRES 656', '112 HR 3541', '111 HRES 716', '110 HRES 289', '110 HR 1955', '112 HR 4970', '110 HR 1338', '111 HR 12', '111 HR 3978']","['112 HRES 656', '112 HR 4970', '110 HRES 32', '109 HRES 369', '112 HR 3541', '111 HR 1514', '109 HRES 713', '111 HRES 82', '111 HRES 716', '110 HRES 289']","['116 S 2920', '109 S 3693', '117 HR 1620', '117 S 3623', '116 S 2843', '116 HR 1585', '115 HR 6545', '109 HR 2876', '109 HR 3171', '112 HR 1578']","['112 HR 4271', '112 HR 4982', '112 S 2338', '113 HR 11', '113 S 47', '112 S 1925', '112 HR 4970', '108 S 1050', '113 HR 4304', '109 HR 4']","['116 S 2920', '109 S 3693', '117 HR 1620', '117 S 3623', '116 HR 1585', '116 S 2843', '115 HR 6545', '109 HR 2876', '109 HR 3171', '113 S 2945']"
30,"Says Bruce Poliquin ""voted to strip 117,000 Mainers of their insurance.""",https://www.politifact.com/factchecks/2018/oct/05/maine-democratic-party/did-bruce-poliquin-vote-strip-117000-people-health/,"Bruce Poliquin voted to strip 117,000 Mainers of their insurance",['115 HR 1628'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['109 SRES 65', '109 HR 4970', '109 HR 4970', '110 HR 461', '111 HR 2025', '111 S 452', '108 HR 2776', '108 HCONRES 111', '108 HR 2759', '109 HR 3018']","['112 HR 3630', '113 S 1926', '112 S 1940', '108 S 1050', '109 HR 4', '113 HR 4304', '111 HR 1880', '112 HR 5652', '108 S 14', '113 S 534']","['109 SRES 65', '109 HR 4970', '109 HR 4970', '110 HR 461', '112 HR 3505', '108 HR 2776', '111 HR 2025', '111 S 452', '112 HRES 654', '111 SRES 26']"
31,"Says U.S. Rep. John Faso ""voted for an age tax on seniors.""",https://www.politifact.com/factchecks/2018/oct/03/antonio-delgado/antonio-delgado-misleads-claiming-john-faso-voted-/,U.S. Rep. John Faso voted for an age tax on seniors,['115 HR 1628'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['114 HR 3590', '114 S 3339', '114 HR 975', '112 HR 3819', '112 HR 3819', '115 S 3580', '112 HR 1086', '111 HR 5305', '113 HR 2154', '109 HR 4608']","['113 HR 1', '113 HR 15', '109 HR 4', '108 S 1050', '110 HR 7060', '113 S 744', '113 HR 5771', '113 S 2260', '110 S 3335', '113 HR 4304']","['114 HR 975', '112 HR 3819', '112 HR 3819', '114 HR 3590', '114 S 3339', '115 S 3580', '109 HR 4608', '117 HR 4044', '109 HR 4987', '110 HR 605']"
32,"Says JackyÂ Rosen ""voted against stopping criminals from re-entering the United States.""",https://www.politifact.com/factchecks/2018/oct/02/senate-leadership-fund/gop-super-pac-ad-skips-over-jacky-rosens-yes-vote-/,Jacky Rosen voted against stopping criminals from re-entering the United States,['115 HR 3004'],"['117 HR 1652', '117 S 4822', '117 HR 6968', '117 SJRES 46', '117 S 937', '117 HR 6119', '117 HR 7108', '117 HRES 24', '117 HCONRES 119', '117 HR 350']","['117 HR 1652', '117 S 937', '117 HR 6968', '117 HR 3233', '117 HR 7108', '117 HR 5305', '117 HR 350', '117 SJRES 46', '117 S 2938', '117 HR 4373']","['117 HR 350', '117 HR 6119', '117 SJRES 46', '117 S 3436', '117 S 937', '117 SJRES 31', '117 HR 6968', '117 S 2938', '117 HR 6617', '117 HR 7691']","['117 S 2938', '117 HR 1652', '117 S 3436', '117 S 937', '117 HR 350', '117 SJRES 46', '117 HR 7691', '117 HR 3233', '117 HR 6968', '117 HR 7108']","['117 SJRES 46', '117 HR 1652', '117 HR 3233', '117 HR 350', '117 HRES 24', '117 HR 6119', '117 HR 7108', '117 S 937', '117 HR 6968', '117 SRES 47']","['117 S 2938', '117 S 3436', '117 HR 4373', '117 SJRES 46', '117 HR 350', '117 HRES 24', '117 HR 5305', '117 HR 7691', '117 HR 3967', '117 S 937']","['117 S 3436', '117 HR 1652', '117 SJRES 46', '117 HR 7108', '117 HR 6968', '117 S 4', '117 HR 350', '117 HR 3233', '117 HRES 24', '117 S 937']","['117 S 2938', '117 HR 6119', '117 HR 6617', '117 HRES 24', '117 HR 6968', '117 S 2747', '117 HR 7108', '117 S 3436', '117 S 4', '117 HR 3237']","['112 HR 6382', '113 HR 4074', '114 HR 5740', '116 SRES 361', '109 HCONRES 248', '110 HR 6094', '110 HR 6094', '111 HR 1439', '111 S 1704', '109 HCONRES 191']","['113 HR 15', '113 S 744', '108 S 1050', '113 HR 4304', '114 HR 5394', '109 HR 4', '114 HR 2048', '114 HR 2048', '112 HR 4271', '112 HR 4982']","['112 HR 6382', '113 HR 4074', '114 HR 5740', '116 SRES 361', '118 HR 921', '117 HR 398', '111 HR 1439', '110 HR 6094', '110 HR 6094', '117 S 4376']"
33,"Says ""Texas U.S. Rep John Culberson voted to let insurance companies charge people 50 and over five times more than younger people.""",https://www.politifact.com/factchecks/2018/sep/24/lizzie-pannill-fletcher/texass-fletcher-tries-hit-culberson-obamacare/,Texas U.S. Rep John Culberson voted to let insurance companies charge people 50 and over five times more than younger people,['115 HR 1628'],"['110 HR 2831', '111 S 181', '111 HRES 1212', '110 HR 6346', '111 HR 5502', '110 HR 5244', '110 HR 1830', '110 S 2135', '107 HRES 543', '111 HR 46']","['108 HR 4109', '108 HR 4275', '111 HRES 1212', '110 HR 1906', '108 HRES 637', '110 HR 7005', '112 HR 4367', '107 HR 4626', '110 HR 5244', '107 HR 586']","['110 HR 2429', '111 HR 5993', '109 HR 3200', '111 HR 4532', '109 HR 5', '107 HR 3340', '108 HR 4279', '110 HR 5244', '111 HR 1253', '110 HR 3819']","['108 HR 2596', '109 HR 3200', '111 HR 1253', '110 HR 2429', '111 HR 3631', '109 HR 5', '108 HR 3108', '112 HR 5', '108 HR 660', '108 HR 4279']","['112 HR 5740', '111 HR 4626', '107 HR 2559', '110 HR 4343', '111 HR 5114', '110 HR 4', '111 HR 5993', '107 HR 4946', '111 HR 1253', '112 HR 1309']","['110 HR 5244', '111 HR 627', '111 HR 4532', '112 HR 828', '108 HR 660', '110 HR 2429', '107 HR 3340', '108 HR 4280', '108 HR 3108', '111 HR 3763']","['108 HR 4279', '111 HR 1253', '110 HR 2', '107 HR 4946', '110 HR 758', '107 HR 3', '111 HR 627', '109 HR 3200', '110 HR 4343', '111 HR 3631']","['109 HR 5', '108 HR 4280', '108 HR 4279', '107 HR 2559', '107 HR 4600', '111 S 181', '111 HCONRES 59', '107 HR 4946', '111 HR 1037', '111 HR 4626']","['111 HR 3399', '111 HRES 932', '110 HRES 391', '111 HRES 1464', '109 HRES 1049', '110 HCONRES 63', '115 SRES 650', '113 HR 5837', '118 HR 3706', '114 HR 6242']","['112 HR 3630', '113 HR 15', '108 S 1050', '113 S 744', '113 HR 4304', '113 S 1926', '108 S 14', '109 HR 4', '112 S 1940', '113 S 696']","['114 HR 6242', '114 HR 6242', '111 HR 3399', '111 HRES 932', '118 HR 1545', '108 HCONRES 364', '110 HRES 391', '111 HRES 1464', '111 HRES 311', '117 HR 3301']"
34,"Says U.S. Rep. Kyrsten Sinema ""voted to cut ICE.""",https://www.politifact.com/factchecks/2018/sep/21/martha-mcsally/martha-mcsallys-claim-kyrsten-sinema-voted-cut-ice/,U.S. Rep. Kyrsten Sinema voted to cut ICE,"['115 HR 1625', '115 HR 244', '114 HR 2029', '113 HR 83', '113 HR 3547', '115 HRES 990', '115 HRES 990']","['117 SJRES 55', '117 HR 6968', '117 S 610', '117 HR 3233', '117 HR 7108', '117 S 2938', '117 S 4132', '117 HR 7', '117 SJRES 14', '117 SJRES 13']","['117 HR 6968', '117 S 610', '117 S 4008', '117 SJRES 37', '117 HR 7108', '117 HR 7', '117 HR 3233', '117 SCONRES 43', '117 S 5355', '117 SJRES 14']","['117 S 610', '117 S 3436', '117 S 1605', '117 HR 1868', '117 S 1260', '117 HR 6968', '117 HR 2471', '117 SRES 47', '117 HR 1319', '117 HR 7108']","['117 S 3436', '117 S 610', '117 HR 6968', '117 HR 7691', '117 HCONRES 119', '117 HR 3233', '117 SJRES 33', '117 S 1301', '117 HR 7108', '117 HR 350']","['117 HR 350', '117 SJRES 13', '117 S 937', '117 SJRES 35', '117 SJRES 46', '117 HR 3233', '117 SJRES 14', '117 SJRES 55', '117 SRES 16', '117 HR 7691']","['117 S 3436', '117 S 610', '117 HR 6968', '117 SJRES 14', '117 SJRES 39', '117 HR 5376', '117 S 914', '117 SRES 47', '117 S 1251', '117 HR 7691']","['117 HR 6968', '117 SJRES 14', '117 S 610', '117 S 3436', '117 SJRES 37', '117 S 4008', '117 HR 6119', '117 HR 7691', '117 S 1251', '117 HR 6617']","['117 S 610', '117 S 1605', '117 S 3436', '117 S 1260', '117 HR 1319', '117 HR 2471', '117 HR 1437', '117 HR 3233', '117 HR 5376', '117 HR 4350']","['108 HRES 630', '108 SRES 346', '115 HRES 671', '117 HR 4044', '117 HR 3384', '117 HR 3384', '116 HR 8799', '116 HR 8799', '114 HR 2285', '116 S 2691']","['113 HR 15', '108 S 1050', '113 S 744', '114 HR 3667', '113 HR 3155', '113 HR 4304', '117 HR 3384', '117 HR 3384', '116 HR 8799', '116 HR 8799']","['108 HRES 630', '108 SRES 346', '117 HR 3384', '117 HR 3384', '116 HR 8799', '116 HR 8799', '117 HR 4044', '117 S 2542', '115 HRES 671', '115 S 1560']"
35,"Says she voted to stop a new ""age tax"" under which ""Arizonans age 50 & over could be charged 5 times more for their health care.""",https://www.politifact.com/factchecks/2018/sep/19/kyrsten-sinema/fact-checking-kyrsten-sinemas-claim-about-age-tax-/,Kyrsten Sinema voted to stop a new age tax under which Arizonans age 50 & over could be charged 5 times more for their health care.,['115 HR 1628'],"['117 HR 1799', '117 HR 6119', '117 HR 6968', '117 HR 7108', '117 HR 8404', '117 S 2747', '117 HR 6617', '117 HR 3237', '117 S 610', '117 S 1']","['117 HR 3076', '117 S 610', '117 HR 6617', '117 S 2747', '117 HR 3233', '117 HR 7108', '117 HR 1799', '117 SCONRES 14', '117 HR 4346', '117 S 4']","['117 HR 1799', '117 HR 6833', '117 S 4', '117 S 610', '117 S 1251', '117 HR 6617', '117 HR 4346', '117 HR 1652', '117 HR 6119', '117 S 2747']","['117 HR 6833', '117 S 610', '117 HR 1799', '117 HR 6617', '117 HR 6119', '117 SJRES 41', '117 S 4', '117 HR 1652', '117 SJRES 33', '117 HR 1868']","['117 S 610', '117 HR 1868', '117 HR 6833', '117 HR 6968', '117 HR 1799', '117 S 3436', '117 HR 6119', '117 HR 7108', '117 HR 6617', '117 HR 4521']","['117 S 610', '117 HR 3755', '117 HR 6617', '117 S 4132', '117 HR 6833', '117 S 1251', '117 HR 1799', '117 S 4', '117 SJRES 41', '117 HR 6119']","['117 HR 6833', '117 S 4', '117 S 610', '117 HR 6119', '117 HR 6617', '117 S 4822', '117 S 3436', '117 HR 7108', '117 HR 6968', '117 HR 1868']","['117 HR 6833', '117 S 610', '117 HR 6617', '117 SCONRES 14', '117 HR 2471', '117 S 4', '117 HR 6119', '117 HR 1799', '117 HR 5376', '117 HR 1319']","['110 HR 2639', '117 HR 258', '117 HR 258', '115 HR 329', '114 HR 259', '114 HR 259', '109 S 1633', '109 HR 5473', '118 S 395', '117 S 1423']","['109 HR 4', '108 S 1050', '113 HR 1', '113 HR 15', '113 HR 4304', '113 S 696', '112 HR 3630', '113 S 744', '111 HR 3962', '110 HR 7060']","['110 HR 2639', '109 HR 5473', '109 S 1633', '117 HR 258', '117 HR 258', '115 HR 329', '110 S 3480', '111 HR 1151', '111 S 467', '109 HR 4464']"
36,"Says Steve Chabot ""voted to strip insurance protections for pre-existing conditions.""",https://www.politifact.com/factchecks/2018/sep/12/aftab-pureval/chabots-votes-contradict-his-health-care-talk/,Steve Chabot voted to strip insurance protections for pre-existing conditions,"['112 HR 2', '112 HR 6079', '114 HR 596']","['110 HR 1143', '107 HR 4600', '108 HR 4279', '108 HR 3288', '117 HR 6', '107 HR 3210', '117 HR 1916', '117 HR 1573', '108 HR 5', '112 HR 358']","['117 HRES 1464', '117 HR 1573', '109 HR 5', '117 S 4524', '108 HR 4279', '110 HR 1143', '108 HR 4280', '106 HR 1304', '108 HR 2596', '112 HR 5']","['109 HR 4973', '112 HR 5740', '117 HR 8373', '110 HR 3121', '106 S 2323', '112 HR 358', '107 HR 2559', '112 HR 1173', '117 HR 4', '106 HR 1304']","['106 S 2323', '117 HR 1916', '112 HR 358', '117 HR 3110', '106 HR 1304', '112 HR 5740', '107 HR 4691', '107 HR 2269', '112 HR 2832', '107 HR 2559']","['110 HR 758', '117 HR 1916', '108 HR 1463', '117 S 231', '117 HR 3630', '112 HR 5', '112 HR 1213', '108 HR 3288', '117 HR 239', '112 HR 358']","['117 HR 3110', '109 HR 1185', '106 S 2323', '112 HR 1309', '112 HR 5740', '107 HR 3340', '108 HR 522', '109 HR 4973', '109 HR 6115', '112 HR 3567']","['110 HR 758', '112 HR 1213', '117 HR 1916', '110 HR 6983', '106 HR 540', '112 HR 358', '109 HR 525', '112 HR 1214', '108 HR 4281', '112 HRES 236']","['108 HR 4279', '107 HR 4600', '112 HR 3803', '108 HR 5', '117 HR 8296', '117 HR 3755', '109 HR 5', '107 HR 2559', '106 HR 3615', '112 HR 358']","['116 HRES 280', '115 HRES 1066', '115 S 3388', '115 HR 6898', '111 HR 3741', '117 HR 599', '117 HR 599', '109 SRES 65', '117 HR 892', '116 HR 692']","['112 HR 3630', '108 S 1050', '113 S 1926', '112 S 1940', '108 S 14', '109 HR 4', '113 HR 15', '113 HR 4304', '113 HR 2498', '112 HR 5652']","['116 HRES 280', '115 S 3388', '115 HRES 1066', '115 HR 6898', '109 SRES 65', '117 HR 599', '117 HR 599', '116 S 4506', '111 HR 3741', '109 HR 4970']"
37,"Says Joe Donnelly ""voted to grant amnesty to millions of illegal immigrants, including criminals, drunk drivers, domestic violence, and worse.""",https://www.politifact.com/factchecks/2018/sep/12/one-nation-pac/immigration-joe-donnelly-amnesty-criminals-indiana/,"Joe Donnelly voted to grant amnesty to millions of illegal immigrants, including criminals, drunk drivers, domestic violence, and worse.",['113 S 744'],"['110 HRES 972', '111 HCONRES 290', '110 HR 1429', '110 HR 6899', '110 HR 6049', '110 HRES 196', '112 HRES 547', '112 S 384', '110 HR 976', '111 HR 2997']","['112 HR 6612', '112 S 384', '112 HR 3567', '111 HRES 1320', '111 HRES 1460', '111 HRES 1127', '110 HR 6630', '111 HR 559', '110 HR 1722', '112 HR 2401']","['111 HCONRES 244', '112 HR 793', '111 HRES 692', '111 HR 5877', '111 HRES 1761', '110 HRES 1396', '111 HRES 587', '110 HCONRES 34', '110 HRES 345', '110 HRES 767']","['111 HRES 858', '110 HR 2272', '110 HR 2881', '111 HRES 1414', '111 HRES 1472', '111 HRES 707', '111 HRES 1571', '111 HRES 1074', '111 HRES 1014', '111 HRES 935']","['111 HR 3119', '111 HRES 520', '111 S 1314', '111 HR 2971', '111 HR 5116', '111 HR 5128', '111 HR 813', '111 HRES 1361', '111 HR 3534', '111 HR 3820']","['111 HR 5327', '112 HR 4367', '110 HR 6899', '111 HRES 45', '111 HRES 1313', '112 HR 3567', '110 S 3001', '110 HCONRES 52', '110 HR 3222', '110 HR 4332']","['110 HRES 552', '112 HRES 738', '112 HRES 245', '110 HR 694', '110 HRES 52', '112 HR 2578', '112 HRES 726', '112 HR 3408', '111 HR 4514', '111 HRES 691']","['110 HRES 6', '110 HRES 52', '110 HR 180', '112 HRES 292', '111 HRES 722', '111 HRES 1674', '110 HR 1429', '112 HRES 788', '111 S 386', '112 HR 2055']","['110 HCONRES 119', '112 S 1765', '112 HR 1578', '110 HRES 351', '109 HR 2876', '116 S 2915', '116 S 1959', '112 HR 4982', '112 S 1925', '113 HR 2630']","['112 HR 4982', '112 HR 4271', '112 S 2338', '113 HR 11', '113 S 47', '112 S 1925', '112 HR 4970', '108 S 1050', '108 S 14', '113 HR 4304']","['110 HCONRES 119', '112 S 1765', '112 HR 1578', '113 HR 2630', '110 HRES 351', '115 HR 6728', '115 HR 6728', '116 S 1959', '109 HR 2876', '110 HR 1962']"
38,"Says Beto OâRourke ""voted against"" Hurricane Harvey ""tax relief.""",https://www.politifact.com/factchecks/2018/aug/29/ted-cruz/ted-cruz-says-beto-orourke-voted-against-tax-relie/,Beto O Rourke voted against Hurricane Harvey tax relief,['115 HR 3823'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['115 HR 3812', '115 HR 3930', '115 SRES 650', '112 HR 6683', '113 HR 2137', '109 HR 3768', '109 S 2451', '115 S 3648', '109 S 1637', '109 HR 4334']","['113 HR 1', '113 HR 5771', '110 HR 7060', '113 S 2260', '109 S 1766', '109 S 1766', '109 HR 3958', '110 S 3335', '110 HR 6049', '110 S 3125']","['115 HR 3812', '115 HR 3930', '112 HR 6683', '115 SRES 650', '113 HR 2137', '109 HR 3768', '109 S 2451', '115 S 3648', '109 S 1637', '109 HR 4334']"
39,"Says Kevin Cramer voted to let insurance companies go back to denying coverage for 300,000 North Dakotans with pre-existing conditions.",https://www.politifact.com/factchecks/2018/aug/24/heidi-heitkamp/kevin-cramers-votes-pre-existing-conditions/,"Kevin Cramer voted to let insurance companies go back to denying coverage for 300,000 North Dakotans with pre-existing conditions","['115 HR 1628', '114 HR 3762', '114 HCONRES 27']","['117 HR 3755', '117 S 4132', '117 HCONRES 119', '117 SJRES 41', '117 SJRES 46', '117 HR 6119', '117 HR 1799', '117 HR 7691', '117 S 4', '117 SJRES 31']","['117 HR 1799', '117 HR 6119', '117 HR 3755', '117 S 4132', '117 HR 6617', '117 S 4', '117 SJRES 31', '117 SJRES 41', '117 HR 6833', '117 SJRES 46']","['117 S 4132', '117 HR 3755', '117 S 4', '117 SJRES 32', '117 SJRES 29', '117 HR 1799', '117 HR 6833', '117 HR 1868', '117 S 3373', '117 SJRES 39']","['117 S 4132', '117 HR 3755', '117 SJRES 29', '117 HR 6833', '117 HR 1868', '117 S 4', '117 SJRES 37', '117 S 3373', '117 SJRES 41', '117 HR 1652']","['117 S 4', '117 HR 1437', '117 SJRES 41', '117 SJRES 55', '117 SJRES 32', '117 S 3373', '117 SJRES 14', '117 HR 3967', '117 HR 1799', '117 SJRES 46']","['117 S 4132', '117 HR 6833', '117 HR 3755', '117 S 4', '117 HR 6119', '117 HR 6617', '117 SJRES 29', '117 HCONRES 119', '117 S 4008', '117 SJRES 39']","['117 S 3373', '117 HR 1799', '117 S 4', '117 SJRES 41', '117 HR 3967', '117 HR 335', '117 SJRES 37', '117 SJRES 29', '117 HR 6833', '117 SJRES 14']","['117 S 4', '117 S 4132', '117 HR 3755', '117 HR 1652', '117 HR 6119', '117 HR 7691', '117 S 3373', '117 HR 6833', '117 HR 3967', '117 HR 6617']","['115 S 3388', '115 HR 6898', '111 HR 3741', '116 HR 692', '117 HR 892', '116 HRES 280', '111 S 623', '110 HR 822', '109 HR 6309', '113 HR 5328']","['112 HR 3630', '108 S 1050', '108 S 14', '113 HR 4304', '109 HR 4', '113 S 1926', '114 S 2144', '113 HR 1771', '113 HR 15', '112 S 1940']","['115 S 3388', '115 HR 6898', '116 HRES 280', '113 HR 5328', '115 HR 628', '116 HR 692', '117 HR 892', '111 HR 3741', '116 S 4506', '109 HR 6309']"
