sno,claim,url,claim_entered,sourced_bills,bills_found,msmarco-MiniLM-L-6-v3,msmarco-MiniLM-L-12-v3,msmarco-distilbert-base-v3,msmarco-distilbert-base-v4,msmarco-roberta-base-v3,msmarco-distilbert-base-dot-prod-v3,msmarco-roberta-base-ance-firstp,msmarco-distilbert-base-tas-b,bm25Okapi,bm25L,bm25Plus
21,"Rep. Ilhan Omar ""voted yes"" to ""provide further funding for the 9/11 First Responders Victims Fund"" while Sen. Rand Paul ""voted no.""",https://www.politifact.com/factchecks/2019/jul/24/facebook-posts/facebook-post-compares-votes-rand-paul-ilhan-omar-/,Sen. Rand Paul voted no to provide further funding for the 9/11 First Responders Victims Fund,"['116 HR 1327', '116 S 546', '116 HR 1327', '116 S 546']",no_bill_found,"['117 HR 1652', '113 S 1917', '114 S 178', '117 HR 5305', '117 HR 3233', '115 HR 6', '114 S 295', '117 S 2938', '113 HR 3474', '113 S 649']","['117 HR 1652', '113 S 1917', '115 HR 6', '113 HR 3474', '116 HR 1327', '117 HR 5305', '114 HJRES 61', '117 S 2938', '114 S 2146', '117 S 937']","['117 HR 5305', '116 HR 1327', '117 HR 1652', '115 HR 2266', '116 HR 2157', '114 HR 26', '117 S 5355', '117 HR 6617', '115 HR 601', '116 HR 2333']","['117 HR 1652', '117 HR 5305', '116 HR 2333', '117 S 5355', '116 HR 2157', '115 HR 2266', '114 HR 26', '114 HR 2028', '114 S 2040', '113 S 1917']","['116 HR 1327', '113 S 1917', '116 HR 6201', '114 S 2613', '113 S 2244', '114 HR 26', '117 HR 1652', '117 S 5355', '117 HR 5305', '116 HR 6074']","['114 HR 5325', '116 HR 1327', '117 HR 5305', '113 HR 152', '117 SJRES 32', '117 S 5355', '115 HR 2266', '114 S 754', '114 HR 2577', '115 HR 601']","['116 HR 1327', '113 HR 152', '115 HR 2266', '117 S 5355', '117 HR 5305', '116 SRES 332', '115 HR 601', '116 HR 2157', '114 HR 5325', '116 SRES 335']","['117 HR 1652', '117 HR 5305', '113 S 1917', '116 HR 1327', '117 HR 6617', '114 HR 2028', '116 HR 2333', '114 S 2040', '117 HR 6119', '117 S 5355']","['117 HR 8648', '117 HR 8648', '117 HR 5230', '112 HR 1455', '109 HR 1093', '110 HR 1638', '114 HR 3858', '113 HR 3081', '115 SRES 575', '113 HR 5503']","['108 S 1050', '109 HR 4', '113 HR 4304', '112 HR 3630', '112 HR 4271', '108 S 14', '112 HR 4982', '113 HR 15', '114 HR 5394', '112 HR 7']","['117 HR 8648', '117 HR 8648', '112 HR 1455', '117 HR 5230', '116 HR 6003', '109 HR 1093', '115 SRES 575', '114 HR 3858', '109 HRES 269', '111 HR 3402']"
22,"Rep. Ilhan Omar ""voted yes"" to ""provide further funding for the 9/11 First Responders Victims Fund"" while Sen. Rand Paul ""voted no.""",https://www.politifact.com/factchecks/2019/jul/24/facebook-posts/facebook-post-compares-votes-rand-paul-ilhan-omar-/,Rep. Ilhan Omar voted yes to provide further funding for the 9/11 First Responders Victims Fund,"['116 HR 1327', '116 S 546', '116 HR 1327', '116 S 546']",no_bill_found,"['116 HR 542', '117 HR 1652', '117 HR 5768', '117 S 1617', '117 HR 2020', '117 HR 5305', '117 HR 8987', '116 HR 507', '117 S 1511', '117 HR 3233']","['117 HR 1652', '116 HR 542', '117 HR 8987', '117 HR 5768', '117 S 1511', '117 S 1617', '117 HR 3359', '117 HR 6531', '116 HR 507', '116 HR 1327']","['116 HR 542', '117 HR 5305', '116 HR 1327', '117 HR 1652', '117 HR 5119', '117 HR 1664', '116 HR 2157', '117 S 1511', '116 HR 4634', '117 HR 6617']","['116 HR 542', '117 HR 1652', '117 HR 5305', '117 S 1511', '117 S 2794', '117 HR 8987', '117 S 4926', '116 HR 2157', '117 HR 5768', '117 HR 3359']","['117 HR 8987', '116 HR 1327', '117 HR 521', '116 HR 542', '117 S 1511', '117 S 2794', '117 HRES 973', '116 HR 5687', '117 HRES 1033', '116 HR 6201']","['117 HRES 1224', '116 HRES 509', '117 HRES 1124', '117 HRES 973', '117 HRES 1499', '117 HRES 1377', '116 HRES 1017', '117 HRES 1033', '117 HR 1664', '117 HRES 409']","['116 HR 1327', '117 HRES 973', '116 HRES 105', '117 HRES 409', '116 HRES 1053', '117 HRES 1124', '117 HRES 1377', '116 HRES 811', '117 HRES 860', '116 HR 542']","['116 HR 542', '117 S 1511', '117 HR 1652', '117 HR 5305', '117 HR 8987', '117 S 4785', '116 HR 1327', '117 HR 2020', '116 HRES 509', '117 HR 6617']","['117 HR 8648', '117 HR 8648', '117 HR 5230', '118 HRES 76', '112 HR 1455', '109 HR 1093', '116 HRES 241', '110 HR 1638', '114 HR 3858', '114 HR 1794']","['108 S 1050', '109 HR 4', '113 HR 4304', '112 HR 3630', '112 HR 4271', '112 HR 4982', '108 S 14', '113 HR 15', '114 HR 5394', '112 HR 7']","['118 HRES 76', '117 HR 8648', '117 HR 8648', '116 HRES 241', '117 HRES 474', '112 HR 1455', '117 HR 5230', '116 HR 6003', '114 HR 1794', '114 HR 1794']"
23,"Says Joe Biden ""voted for the Iraq War, for mass incarceration, and for the Bankruptcy Reform Act while voting against gay marriage, reproductive rights, and school desegregation.""",https://www.politifact.com/factchecks/2019/apr/26/justice-democrats/biden-draws-barbs-progressive-democratic-organizat/,"Joe Biden voted for the Iraq War, for mass incarceration, and for the Bankruptcy Reform Act while voting against gay marriage, reproductive rights, and school desegregation","['100 HR 05210', '103 HR 3355', '109 S 256']",no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['114 HR 6484', '115 HR 1055', '108 SJRES 9', '108 HJRES 24', '117 HR 8835', '117 HR 8835', '114 HR 4208', '114 HR 4208', '108 HR 4649', '117 HR 9040']","['108 S 1050', '113 HR 4304', '108 S 14', '113 HR 15', '109 HR 4', '112 HR 3630', '113 HR 4034', '113 S 744', '112 HR 7', '113 HR 2498']","['117 HRES 377', '109 HRES 72', '109 HR 358', '117 HR 8835', '117 HR 8835', '108 SJRES 9', '108 HJRES 24', '110 HRES 1345', '108 HRES 799', '114 HR 6484']"
24,"Says ""Bob Casey voted in favor of deadly sanctuary cities that released thousands upon thousands of illegal alien criminals and vicious gang members to prey on PennsylvaniaÂ streets, to prey all over this country.""",https://www.politifact.com/factchecks/2018/oct/31/donald-trump/donald-trumps-wild-number-sanctuary-city-criminal-/,"Bob Casey voted in favor of deadly sanctuary cities that released thousands upon thousands of illegal alien criminals and vicious gang members to prey on Pennsylvania streets, to prey all over this country","['115 HR 1236', '115 S 303']","['114 S 3100', '114 S 2146', '114 S 754', '114 SCONRES 16', '114 HR 203', '114 HR 36', '115 S 2311', '115 HR 3364', '115 HJRES 69', '116 S 151']",no_bill_found,"['114 S 3100', '114 S 2146', '117 S 2938', '116 S 4653', '113 S 649', '117 HR 1652', '114 S 754', '115 HR 1865', '114 HR 203', '113 S 1917']",no_bill_found,"['114 S 3100', '114 S 2146', '114 S 754', '114 SCONRES 16', '114 HR 203', '114 HR 36', '115 S 2311', '115 HR 3364', '115 HJRES 69', '116 S 151']","['114 S 3100', '114 S 2146', '114 HR 4038', '113 S 649', '117 HR 3233', '114 S 1881', '114 S 1357', '115 HR 1865', '117 S 2938', '117 SJRES 46']","['117 SJRES 37', '114 S 3100', '115 HJRES 69', '115 S 89', '117 SJRES 46', '117 SJRES 32', '116 SJRES 68', '116 SJRES 37', '114 SJRES 31', '113 SRES 65']","['114 S 3100', '117 SJRES 46', '114 S 2146', '114 S 1357', '115 HR 6147', '115 HJRES 69', '116 HR 1327', '116 S 3275', '117 SJRES 39', '117 SJRES 29']",no_bill_found,"['111 SRES 449', '111 SRES 449', '109 S 2061', '109 HR 1576', '109 HR 1576', '109 HR 1576', '109 HR 1576', '109 HR 1576', '115 HR 5663', '110 HRES 351']","['113 HR 15', '113 HR 4304', '108 S 1050', '113 S 744', '108 S 14', '109 HR 4', '113 S 696', '112 HR 3630', '113 HR 4034', '114 HR 2898']","['109 HR 1576', '109 HR 1576', '109 HR 1576', '109 HR 1576', '109 HR 1576', '114 HR 4582', '109 SRES 523', '111 SRES 449', '111 SRES 449', '115 HR 5663']"
25,"""George Holding has voted 13 times to deny Kevin, and the 300,000 people like him in the 2nd Congressional District, coverage"" for their pre-existing conditions.",https://www.politifact.com/factchecks/2018/oct/29/linda-coleman/holding-voted-quite-consistently-healthcare-bills/,"George Holding has voted 13 times to deny Kevin, and the 300,000 people like him in the 2nd Congressional District, coverage for their pre-existing conditions","['113 HR 45', '113 HR 2009', '113 HCONRES 25', '113 HCONRES 96', '114 HR 596', '114 HCONRES 27', '114 SCONRES 11', '114 HR 3762']","['116 HR 4894', '113 HJRES 71', '116 HRES 756', '116 HR 1158', '115 HRES 99', '113 HRES 378', '116 HR 1865', '113 HR 3979', '114 HR 5233', '115 S 2652']","['113 HR 360', '116 HR 2037', '116 HRES 393', '115 S 2896', '114 HR 4919', '116 SJRES 38', '115 S 585', '114 HR 2270', '116 HR 2574', '116 HR 4335']","['114 HR 2270', '114 HR 4919', '116 HRES 826', '113 HR 360', '115 S 2896', '114 HRES 354', '115 HRES 599', '116 HR 135', '114 HRES 660', '116 HRES 432']","['115 HR 1181', '113 HJRES 71', '116 HR 4894', '115 HRES 1077', '116 HRES 281', '113 HRES 312', '113 HRES 710', '116 HR 8354', '115 HR 452', '116 HRES 5']","['116 HR 4894', '113 HJRES 71', '116 HRES 756', '116 HR 1158', '115 HRES 99', '113 HRES 378', '116 HR 1865', '113 HR 3979', '114 HR 5233', '115 S 2652']","['113 S 1044', '115 HR 1181', '115 HJRES 58', '115 S 3661', '116 HRES 326', '116 HRES 576', '114 HRES 828', '115 HRES 1084', '114 HRES 305', '115 HJRES 57']","['114 HRES 949', '114 HRES 579', '115 HRES 1077', '116 HRES 790', '113 HRES 644', '113 HR 360', '116 HRES 5', '114 HRES 448', '113 HRES 616', '115 HRES 99']","['114 HRES 949', '114 HRES 19', '115 HRES 1059', '114 HRES 828', '113 HRES 530', '114 HRES 321', '115 HRES 513', '114 HRES 744', '116 HRES 274', '116 HRES 765']","['116 HRES 489', '116 HRES 497', '114 HR 4919', '114 HRES 152', '114 HRES 5', '115 S 2652', '114 SJRES 23', '113 HJRES 71', '113 HR 4225', '114 HRES 933']","['113 HR 5328', '115 HR 628', '109 HCONRES 331', '110 HRES 585', '109 SRES 370', '109 HRES 384', '111 HR 3741', '109 HCONRES 149', '115 S 3388', '114 HR 2085']","['108 S 1050', '113 HR 4304', '113 HR 15', '108 S 14', '109 HR 4', '113 S 744', '112 HR 3630', '113 S 696', '113 HR 4034', '112 HR 7']","['115 S 3388', '110 HRES 585', '116 S 4506', '115 HR 6898', '113 HR 4496', '113 HR 5328', '115 HR 628', '109 HCONRES 331', '109 SRES 370', '116 HRES 280']"
26,"Says Beto OâRourke ""voted to shield MS-13 gang members from deportation.""",https://www.politifact.com/factchecks/2018/oct/25/donald-trump/mostly-false-donald-trump-claim-beto-orourke-voted/,Beto O Rourke voted to shield MS-13 gang members from deportation,['115 HR 3697'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['110 HR 3922', '115 HR 1924', '117 HR 1995', '116 HR 1106', '111 HR 1022', '112 HR 928', '110 HR 3474', '108 S 2333', '110 HR 1582', '110 HR 1582']","['108 S 1050', '114 HR 5394', '110 HR 3922', '113 HR 4304', '109 HR 4', '111 S 132', '113 HR 15', '108 S 14', '115 S 2380', '110 HR 1582']","['110 HR 3922', '115 HR 1924', '117 HR 1995', '116 HR 1106', '108 S 2333', '117 HRES 945', '115 S 2380', '110 S 1728', '109 HRES 731', '109 HRES 731']"
27,"Says Ted Budd ""voted to gut protections for pre-existing conditions â¦ letting insurance companies deny coverage for (necessary) treatment.""",https://www.politifact.com/factchecks/2018/oct/22/kathy-manning/fact-checking-kathy-mannings-ad-ted-budd-and-pre-e/,Ted Budd voted to gut protections for pre-existing conditions letting insurance companies deny coverage for (necessary) treatment,['115 HR 1628'],"['115 HRES 241', '115 HRES 209', '117 HR 2062', '115 HR 1215', '117 HR 5119', '115 HRES 694', '115 HRES 210', '115 HRES 55', '115 HRES 382', '117 HR 1667']","['116 HR 1425', '115 HR 5797', '115 HR 5890', '115 HR 1215', '116 HR 986', '115 HRES 600', '115 HR 849', '115 HR 304', '117 HRES 1153', '115 HR 3312']","['116 HR 986', '115 HR 5797', '117 HRES 1464', '115 HR 849', '117 HRES 1153', '116 HR 5078', '115 HR 36', '115 HR 2083', '117 HR 5673', '115 HRES 577']","['116 HR 986', '115 HR 1215', '115 HRES 241', '117 HR 903', '117 HR 2062', '117 HR 5119', '115 HR 304', '115 HR 985', '116 HR 1230', '115 HR 4712']","['115 HRES 241', '115 HRES 209', '117 HR 2062', '115 HR 1215', '117 HR 5119', '115 HRES 694', '115 HRES 210', '115 HRES 55', '115 HRES 382', '117 HR 1667']","['116 HR 986', '115 HRES 209', '115 HRES 241', '116 HR 987', '115 HR 1215', '115 HR 304', '116 HRES 271', '115 S 3029', '115 HR 6', '116 HRES 826']","['117 HRES 1065', '116 HRES 509', '115 HJRES 40', '116 HRES 1017', '115 HRES 736', '115 HRES 241', '115 HRES 210', '115 HRES 71', '117 HRES 1404', '115 HRES 694']","['115 HRES 209', '115 HRES 241', '117 HRES 950', '116 HRES 713', '115 HRES 694', '115 HRES 382', '116 HR 986', '116 HRES 105', '116 HRES 357', '115 HRES 787']","['116 HR 986', '115 HRES 736', '116 HR 7301', '115 HRES 209', '115 HRES 241', '115 HR 7', '115 HR 304', '116 HRES 509', '115 HR 1215', '117 HRES 535']","['116 HRES 280', '115 S 3388', '115 HR 6898', '113 HR 5328', '111 HR 3741', '115 HR 628', '113 HR 544', '115 HRES 1066', '111 HR 3424', '111 HR 3424']","['112 HR 3630', '108 S 1050', '109 HR 4', '113 S 1926', '108 S 14', '113 HR 15', '112 S 1940', '113 HR 4304', '113 HR 2498', '111 HR 3962']","['116 HRES 280', '115 S 3388', '115 HR 6898', '113 HR 5328', '115 HR 628', '115 HRES 1066', '116 S 4506', '111 HR 3741', '116 HR 4159', '113 HR 544']"
28,"Says Dave Brat ""voted against protecting pre-existing conditions.""",https://www.politifact.com/factchecks/2018/oct/11/abigail-spanberger/spanberger-ad-exaggerates-brats-vote-pre-existing-/,Dave Brat voted against protecting pre-existing conditions,['115 HR 1628'],"['115 HR 1215', '115 HR 1761', '115 S 1580', '115 HR 1304', '114 HR 650', '114 HR 1560', '114 HR 1190', '115 HR 304', '115 HR 849', '115 HR 4547']","['115 HR 2083', '115 HR 1304', '114 HR 2770', '115 HR 1761', '115 HR 1215', '115 HR 5698', '115 HR 304', '115 HR 3979', '114 HR 2146', '114 HR 1090']","['115 HR 2083', '115 HR 849', '115 HR 5698', '115 HR 4760', '115 HR 1215', '115 HR 1761', '115 HR 1181', '115 HR 304', '114 HR 1190', '114 HR 2770']","['115 HR 1215', '115 S 1580', '115 HR 304', '114 HR 3998', '115 HR 4712', '114 HR 3504', '115 HR 1304', '114 HR 876', '115 HR 1761', '114 HR 1090']","['115 HR 1215', '115 HR 1761', '115 S 1580', '115 HR 1304', '114 HR 650', '114 HR 1560', '114 HR 1190', '115 HR 304', '115 HR 849', '115 HR 4547']","['115 HR 1215', '115 HR 304', '114 HR 4843', '115 HRES 241', '115 HR 1304', '115 HR 849', '115 HR 4547', '115 HRES 209', '115 S 3029', '115 HRES 694']","['115 HRES 299', '114 HRES 462', '114 HR 4906', '114 HRES 529', '115 HJRES 111', '114 SJRES 23', '115 S 1580', '115 HRES 240', '115 HJRES 43', '115 HRES 468']","['114 HR 1190', '115 HR 849', '115 HR 3922', '115 HR 1215', '114 HRES 173', '115 HRES 241', '115 HRES 209', '114 HRES 421', '115 HR 304', '114 HRES 893']","['115 HR 1215', '115 HR 304', '115 HR 5698', '115 HR 3317', '114 HR 308', '115 HR 4712', '114 HR 3504', '115 S 782', '114 HR 160', '115 HR 36']","['115 S 3388', '115 HR 6898', '117 HR 599', '117 HR 599', '116 S 4506', '113 HR 4496', '115 HRES 1066', '111 HRES 1283', '116 HRES 280', '110 SRES 702']","['112 HR 4271', '112 HR 4982', '112 S 2338', '113 HR 11', '113 S 47', '112 HR 4970', '110 HR 5927', '110 S 2279', '112 S 1925', '115 SRES 360']","['115 S 3388', '115 HR 6898', '117 HR 599', '117 HR 599', '116 S 4506', '113 HR 4496', '115 HRES 1066', '111 HRES 1283', '116 HRES 280', '110 SRES 702']"
29,"Says Marsha Blackburn ""voted against the Reauthorization of the Violence Against Women Act, which attempts to protect women from domestic violence, stalking, and date rape.""",https://www.politifact.com/factchecks/2018/oct/09/taylor-swift/taylor-swift-marsha-blackburn-voted-against-reauth/,"Marsha Blackburn voted against the Reauthorization of the Violence Against Women Act, which attempts to protect women from domestic violence, stalking, and date rape",['113 S 47'],"['113 S 47', '113 HRES 83', '114 HR 3495', '115 S 1862', '115 S 2961', '115 HR 1973', '115 HRES 1051', '117 S 4132', '117 HR 3755', '115 S 534']","['113 S 47', '113 HRES 83', '115 S 1862', '114 HR 26', '114 S 1170', '115 S 2961', '113 S 2244', '114 HR 758', '113 HR 2655', '114 HR 4676']","['113 S 47', '113 HRES 83', '114 HR 758', '115 S 2961', '115 HR 720', '113 HR 2655', '115 S 1862', '115 HR 1973', '113 HR 2879', '114 HR 4676']","['113 S 47', '113 HRES 83', '115 S 1862', '114 HR 3495', '115 S 2961', '115 HR 1973', '115 HR 6615', '114 HR 26', '115 HR 2200', '113 HR 863']","['113 S 47', '113 HRES 83', '114 HR 3495', '115 S 1862', '115 S 2961', '115 HR 1973', '115 HRES 1051', '117 S 4132', '117 HR 3755', '115 S 534']","['113 S 47', '113 HRES 83', '115 HR 1973', '115 HR 1865', '115 S 2961', '114 HR 3134', '114 HR 3495', '113 HR 3530', '115 S 1580', '117 HR 3755']","['113 HRES 83', '113 S 47', '115 HRES 352', '115 HR 1678', '114 HRES 444', '115 HRES 1051', '113 HRES 524', '114 HRES 173', '113 HR 4120', '113 HRES 475']","['113 HRES 83', '113 S 47', '115 HRES 352', '113 HR 1864', '115 HRES 714', '115 HRES 533', '115 HRES 1183', '115 HRES 787', '117 SJRES 46', '115 HRES 748']","['113 S 47', '113 HRES 83', '115 S 1862', '115 S 2961', '115 HR 1973', '115 HR 2200', '115 HRES 1051', '117 S 4132', '113 HR 1864', '115 HRES 352']","['116 S 2920', '109 S 3693', '117 HR 1620', '117 S 3623', '116 S 2843', '116 HR 1585', '115 HR 6545', '109 HR 2876', '109 HR 3171', '112 HR 1578']","['112 HR 4271', '112 HR 4982', '112 S 2338', '113 HR 11', '113 S 47', '112 S 1925', '112 HR 4970', '108 S 1050', '113 HR 4304', '109 HR 4']","['116 S 2920', '109 S 3693', '117 HR 1620', '117 S 3623', '116 HR 1585', '116 S 2843', '115 HR 6545', '109 HR 2876', '109 HR 3171', '113 S 2945']"
30,"Says Bruce Poliquin ""voted to strip 117,000 Mainers of their insurance.""",https://www.politifact.com/factchecks/2018/oct/05/maine-democratic-party/did-bruce-poliquin-vote-strip-117000-people-health/,"Bruce Poliquin voted to strip 117,000 Mainers of their insurance",['115 HR 1628'],"['115 HR 1304', '115 HR 374', '114 HR 5719', '115 HR 7', '115 HRES 241', '115 HR 6311', '115 S 3628', '115 HR 876', '115 HR 304', '115 HR 985']","['115 HRES 5', '114 HRES 5', '115 HJRES 69', '114 HR 650', '115 HJRES 111', '114 HR 1190', '114 HR 1615', '114 HR 5320', '114 HR 2', '115 HRES 241']","['114 HR 5320', '115 HR 3697', '115 HR 5192', '115 HR 2905', '114 HRES 233', '114 HR 5471', '115 HRES 241', '114 HR 3457', '115 HR 5676', '114 HR 3493']","['115 HR 1304', '115 HR 985', '114 HR 1927', '115 HR 1215', '114 HR 647', '115 S 3628', '115 HR 1761', '114 HR 3236', '115 HR 304', '115 HR 4712']","['115 HR 1304', '115 HR 374', '114 HR 5719', '115 HR 7', '115 HRES 241', '115 HR 6311', '115 S 3628', '115 HR 876', '115 HR 304', '115 HR 985']","['115 HRES 241', '114 HRES 19', '115 HR 4182', '114 HR 2042', '115 HRES 1059', '115 HR 372', '114 HR 596', '114 HRES 793', '115 HR 7187', '115 S 1182']","['115 HRES 694', '115 HRES 1059', '114 HR 6416', '114 HRES 507', '114 HRES 512', '115 HR 3562', '114 HRES 19', '114 HRES 444', '115 HRES 352', '115 HRES 714']","['115 HRES 1059', '114 HRES 19', '115 HRES 241', '114 HRES 321', '114 HRES 893', '114 HRES 859', '114 HRES 388', '115 HRES 198', '114 HRES 793', '114 HRES 507']","['115 HR 1304', '115 HR 3110', '115 HRES 241', '114 HR 2901', '115 S 3628', '115 HR 7', '114 HR 5143', '114 HR 26', '115 HR 7187', '115 S 1182']","['109 SRES 65', '109 HR 4970', '109 HR 4970', '110 HR 461', '111 HR 2025', '111 S 452', '108 HR 2776', '108 HCONRES 111', '108 HR 2759', '109 HR 3018']","['112 HR 3630', '113 S 1926', '112 S 1940', '108 S 1050', '109 HR 4', '113 HR 4304', '111 HR 1880', '112 HR 5652', '108 S 14', '113 S 534']","['109 SRES 65', '109 HR 4970', '109 HR 4970', '110 HR 461', '112 HR 3505', '108 HR 2776', '111 HR 2025', '111 S 452', '112 HRES 654', '111 SRES 26']"
31,"Says U.S. Rep. John Faso ""voted for an age tax on seniors.""",https://www.politifact.com/factchecks/2018/oct/03/antonio-delgado/antonio-delgado-misleads-claiming-john-faso-voted-/,U.S. Rep. John Faso voted for an age tax on seniors,['115 HR 1628'],"['115 HR 849', '115 HR 3705', '115 HR 6760', '115 HR 2847', '115 HR 5676', '115 HR 953', '115 HR 5445', '115 HR 2547', '115 HR 4910', '115 HR 1039']","['115 HR 849', '115 HR 5445', '115 HRES 210', '115 HR 5676', '115 HR 2847', '115 HRES 378', '115 HRES 533', '115 HRES 949', '115 HRES 1011', '115 HR 4910']","['115 HR 5445', '115 HRES 378', '115 HR 2847', '115 HR 849', '115 HR 4910', '115 HR 2874', '115 HR 5676', '115 HR 5444', '115 HR 5420', '115 HRES 1011']","['115 HR 849', '115 HR 5445', '115 HR 5676', '115 HR 7227', '115 HR 2847', '115 HR 3705', '115 HR 5444', '115 HR 6760', '115 HR 2866', '115 HR 2936']","['115 HR 849', '115 HR 3705', '115 HR 6760', '115 HR 2847', '115 HR 5676', '115 HR 953', '115 HR 5445', '115 HR 2547', '115 HR 4910', '115 HR 1039']","['115 HR 2847', '115 HR 5445', '115 HR 3705', '115 HR 849', '115 HR 7227', '115 HR 5676', '115 HR 1177', '115 HR 6760', '115 HR 5444', '115 S 3777']","['115 HRES 378', '115 HR 849', '115 HRES 1183', '115 HRES 210', '115 HRES 533', '115 HRES 635', '115 HRES 714', '115 HRES 1059', '115 HRES 736', '115 HRES 693']","['115 HRES 1084', '115 HRES 1059', '115 HR 6760', '115 HRES 378', '115 HR 3705', '115 HR 849', '115 S 2679', '115 HRES 352', '115 HRES 736', '115 HRES 481']","['115 HR 849', '115 HR 2847', '115 HR 5445', '115 HR 6760', '115 HRES 1183', '115 HRES 714', '115 HR 6237', '115 HR 5676', '115 S 2076', '115 HR 7227']","['114 HR 3590', '114 S 3339', '114 HR 975', '112 HR 3819', '112 HR 3819', '115 S 3580', '112 HR 1086', '111 HR 5305', '113 HR 2154', '109 HR 4608']","['113 HR 1', '113 HR 15', '109 HR 4', '108 S 1050', '110 HR 7060', '113 S 744', '113 HR 5771', '113 S 2260', '110 S 3335', '113 HR 4304']","['114 HR 975', '112 HR 3819', '112 HR 3819', '114 HR 3590', '114 S 3339', '115 S 3580', '109 HR 4608', '117 HR 4044', '109 HR 4987', '110 HR 605']"
32,"Says JackyÂ Rosen ""voted against stopping criminals from re-entering the United States.""",https://www.politifact.com/factchecks/2018/oct/02/senate-leadership-fund/gop-super-pac-ad-skips-over-jacky-rosens-yes-vote-/,Jacky Rosen voted against stopping criminals from re-entering the United States,['115 HR 3004'],"['115 HR 3003', '115 HR 3697', '115 HR 3364', '115 HR 3979', '115 HR 2213', '115 HR 2142', '115 S 1536', '115 HR 2792', '115 HR 5676', '115 HR 5682']","['115 HR 5682', '115 S 1536', '115 HR 4451', '115 HR 3003', '115 HR 3364', '115 HR 2219', '115 HR 3697', '115 S 1862', '115 HR 3851', '115 S 1532']","['115 S 1536', '115 HR 5682', '115 HR 3697', '115 HR 5041', '115 HR 5192', '115 S 1862', '115 HR 2219', '115 S 1532', '115 HR 6729', '115 HRES 175']","['115 HR 5682', '115 HR 5676', '115 HR 4989', '115 HR 3003', '115 S 1536', '115 HR 3364', '115 HR 3697', '115 S 1532', '115 HR 2219', '115 HRES 990']","['115 HR 3003', '115 HR 3697', '115 HR 3364', '115 HR 3979', '115 HR 2213', '115 HR 2142', '115 S 1536', '115 HR 2792', '115 HR 5676', '115 HR 5682']","['115 HRES 1071', '115 HR 3979', '115 HR 3697', '115 HRES 990', '115 HR 2213', '115 HR 3003', '117 HR 3233', '115 HR 2792', '115 HR 2200', '115 HR 6136']","['115 HRES 1071', '115 HJRES 69', '115 HRES 513', '117 SJRES 37', '116 SJRES 37', '115 HRES 891', '115 HRES 796', '115 HRES 324', '115 HRES 129', '115 HRES 375']","['115 HRES 324', '115 HRES 1071', '115 HRES 513', '115 HRES 415', '115 HRES 375', '115 HR 2213', '115 HRES 1077', '115 HRES 414', '115 HRES 990', '115 HRES 1051']","['115 HR 3003', '115 HR 3364', '115 HR 3979', '115 HR 5682', '115 HRES 796', '115 HR 3697', '116 HR 6172', '115 S 1536', '115 HR 2213', '115 HR 3851']","['112 HR 6382', '113 HR 4074', '114 HR 5740', '116 SRES 361', '109 HCONRES 248', '110 HR 6094', '110 HR 6094', '111 HR 1439', '111 S 1704', '109 HCONRES 191']","['113 HR 15', '113 S 744', '108 S 1050', '113 HR 4304', '114 HR 5394', '109 HR 4', '114 HR 2048', '114 HR 2048', '112 HR 4271', '112 HR 4982']","['112 HR 6382', '113 HR 4074', '114 HR 5740', '116 SRES 361', '118 HR 921', '117 HR 398', '111 HR 1439', '110 HR 6094', '110 HR 6094', '117 S 4376']"
